intent,utterance
positive_feedback,you've gotten my instructions right
positive_feedback,you've gotten your understanding correcly
positive_feedback,you've understood command correcly
positive_feedback,you've understood command perfectly
positive_feedback,you've understood my instructions exactly
positive_feedback,you've understood that right
positive_feedback,you've understood the answer exactly
positive_feedback,your understanding is confirmed
positive_feedback,your understanding was confirmed
positive_feedback,your understanding was exact
stop,can you cancel it please
stop,can you cancel please
stop,can you just cancel it
stop,can you just cancel please
stop,can you just stop
stop,can you just stop it please
stop,can you please shut down
stop,can you please shut off
stop,can you please shut up
stop,can you shut down
stop,can you shut down please
stop,can you shut off
stop,can you shut off please
stop,can you shut up
stop,can you shut up please
stop,can you stop it
stop,can you stop it please
stop,can you stop please
stop,cancel
stop,cancel please
stop,could you just cancel
stop,could you just cancel it please
stop,could you just cancel please
stop,could you just stop it please
stop,could you just stop please
stop,could you please shut down
stop,could you please shut off
stop,could you please shut up
stop,could you shut down
stop,could you shut down please
stop,could you shut off
stop,could you shut off please
stop,could you shut up
stop,could you shut up please
stop,could you stop
stop,could you stop please
stop,i like you cancel
stop,i like you cancel it
stop,i like you just cancel
stop,i like you just cancel it
stop,i like you just stop
stop,i like you stop
stop,i like you stop it
stop,i want you cancel
stop,i want you cancel it
stop,i want you just cancel it
stop,i want you just stop
stop,i want you just stop it
stop,i want you stop
stop,i will talk to you later
stop,i will talk to you later on
stop,i would like you cancel
stop,i would like you cancel it
stop,i would like you just cancel
stop,i would like you just cancel it
stop,i would like you just stop
stop,i would like you just stop it
stop,i would like you stop
stop,i would talk to you later
stop,i would talk to you later on
stop,i'd like you cancel it
stop,i'd like you just cancel
stop,i'd like you just cancel it
stop,i'd like you just stop
stop,i'd like you just stop it
stop,i'd like you stop
stop,just cancel
stop,just cancel please
stop,just stop
stop,just stop please
stop,please can you cancel
stop,please can you cancel it
stop,please can you just stop
stop,please can you just stop it
stop,please can you shut down
stop,please can you shut off
stop,please can you shut up
stop,please can you stop
stop,please can you stop it
stop,please cancel
stop,please could you cancel
stop,please could you just cancel
stop,please could you shut down
stop,please could you shut off
stop,please could you shut up
stop,please just cancel
stop,please just stop
stop,please shut down
stop,please shut off
stop,please shut up
stop,please stop
stop,please will you cancel
stop,please will you just cancel
stop,please will you just stop
stop,please will you just stop it
stop,please will you shut down
stop,please will you shut off
stop,please will you shut up
stop,please will you stop
stop,please would you cancel
stop,please would you cancel it
stop,please would you just cancel it
stop,please would you just stop it
stop,please would you shut down
stop,please would you shut off
stop,please would you shut up
stop,please would you stop
stop,shut down
stop,shut down please
stop,shut off
stop,shut off please
stop,shut up
stop,shut up please
stop,stop
stop,stop please
stop,talk to you later
stop,talk to you later on
stop,that is all
stop,that is all, cancel
stop,that is all, cancel it
stop,that is all, just cancel
stop,that is all, just cancel it
stop,that is all, just stop
stop,that is all, just stop it
stop,that is all, stop
stop,that is all, stop it
stop,that is enough
stop,that is enough, cancel
stop,that is enough, cancel it
stop,that is enough, just cancel
stop,that is enough, just cancel it
stop,that is enough, just stop
stop,that is enough, just stop it
stop,that is enough, stop
stop,that is enough, stop it
stop,that will be all
stop,that would be all
stop,that's all
stop,that's all, cancel
stop,that's all, cancel it
stop,that's all, just cancel
stop,that's all, just cancel it
stop,that's all, just stop
stop,that's all, just stop it
stop,that's all, stop
stop,that's all, stop it
stop,that's enough
stop,that's enough, cancel
stop,that's enough, cancel it
stop,that's enough, just cancel
stop,that's enough, just cancel it
stop,that's enough, just stop
stop,that's enough, just stop it
stop,that's enough, stop
stop,that's enough, stop it
stop,will you cancel
stop,will you cancel it
stop,will you cancel it please
stop,will you cancel please
stop,will you just cancel it
stop,will you just cancel please
stop,will you just stop it please
stop,will you just stop please
stop,will you please shut down
stop,will you please shut off
stop,will you please shut up
stop,will you shut down
stop,will you shut down please
stop,will you shut off
stop,will you shut off please
stop,will you shut up
stop,will you shut up please
stop,will you stop
stop,will you stop it
stop,will you stop please
stop,would you cancel it please
stop,would you just cancel
stop,would you just cancel it please
stop,would you just stop
stop,would you just stop it
stop,would you just stop it please
stop,would you just stop please
stop,would you please shut down
stop,would you please shut off
stop,would you please shut up
stop,would you shut down
stop,would you shut down please
